compound,auid,Egap,Egap_type,enthalpy_formation_atom,volume_atom,spacegroup_relax,Pearson_symbol_relax,aurl
Ag1Al1Hg2,aflow:5beb57f8c0b5445a,,,0.0980785,20.8525,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC007.CAB
Ag1Al1Hg2,aflow:64cc1d5429df6900,,,0.149095,20.6406,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC016.CAB
Ag1Al1Hg2,aflow:67a4852ea4d9ce2c,,,0.136578,20.8018,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC014.CAB
Ag1Al1Hg2,aflow:6d965a7d81160659,,,0.135886,20.4715,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC010.CAB
Ag1Al1Hg2,aflow:748a38f50de6155f,,,0.0972065,20.7999,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC006.CAB
Ag1Al1Hg2,aflow:8b3eb1ae2a3f95f6,,,0.141319,20.6304,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC011.CAB
Ag1Al1Hg2,aflow:9bfef48e40969b93,,,0.119522,20.9089,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC005.CAB
Ag1Al1Hg2,aflow:b524f7dbd36ff6c5,,,0.165931,21.2642,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC010.CAB
Ag1Al1Hg2,aflow:b5d97be4e08a115d,,,0.0855072,20.7525,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC004.CAB
Ag1Al1Hg2,aflow:bce501e1f1c6d43c,,,0.149523,20.4872,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC013.CAB
Ag1Al1Hg2,aflow:cc8ff7491e3a5cfd,,,0.116517,20.6579,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC009.CAB
Ag1Al1Hg2,aflow:d3aac91dde2bf7c3,,,0.103995,21.1819,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC007.CAB
Ag1Al1Hg2,aflow:dbbd264449306178,,,0.155525,20.5085,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC008.CAB
Ag1Al1Hg2,aflow:e6bb29d09b1751a7,,,0.175267,21.4477,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC015.CAB
Ag1Al1Hg2,aflow:fe3ab93e4c9c2485,0,metal,0.202776,21.2634,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/T0002.ABC2
Ag1Al1Hg2,aflow:ff3a79dac755ccf9,,,0.140082,20.5816,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC012.CAB
Ag1Al1Hg4,aflow:b61baa20a400ed2a,,,0.357139,24.5806,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/T0010.CAB
Ag1Al1In1,aflow:05dc80c44fe634a2,,,0.204412,23.0876,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/T0003.BCA
Ag1Al1In1,aflow:39215ff850977d46,,,0.130544,21.4134,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC002.ABC
Ag1Al1In1,aflow:3f7bc9ba2217def6,,,0.0390237,19.9294,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC001.ABC
Ag1Al1In1,aflow:4244d408f4aef57e,,,0.086383,19.8764,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC002.ABC
Ag1Al1In1,aflow:586bd8bd0ba089f3,,,0.0642236,20.0311,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC003.ABC
Ag1Al1In1,aflow:62a7f906e72183b4,,,0.0614061,19.9924,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC001.ABC
Ag1Al1In1,aflow:c26ff2b0e8bbdf9d,,,0.0543643,22.0549,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/T0003.CAB
Ag1Al1In1,aflow:c534e43b2a766acb,,,0.0975403,22.234,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/T0003.ABC
Ag1Al1In1,aflow:e93a9a2bfc279876,,,0.0639467,20.0848,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC003.ABC
Ag1Al1In2,aflow:071c85b13064e6c9,,,0.0418993,21.9376,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC006.CAB
Ag1Al1In2,aflow:0be0f584d81e47d0,,,0.085952,21.3904,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC012.CAB
Ag1Al1In2,aflow:155c0ba192b4bead,,,0.0839745,21.4139,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC011.CAB
Ag1Al1In2,aflow:23eafc13c6f476a1,,,0.170944,22.3823,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/T0002.ABC2
Ag1Al1In2,aflow:3c01cf40dbac39a4,,,0.103626,21.4645,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC010.CAB
Ag1Al1In2,aflow:3e4f55c9451a5a09,,,0.139894,22.1927,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/T0001.ABC2
Ag1Al1In2,aflow:4e7a7d2f6f507662,,,0.0629548,21.7813,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC004.CAB
Ag1Al1In2,aflow:50370cd4b764cd81,,,0.0975498,21.4376,12,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC014.CAB
Ag1Al1In2,aflow:669acd834d4fc7ed,,,0.0719643,21.7127,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC006.CAB
Ag1Al1In2,aflow:6be30c4c03ab49e0,,,0.0908611,21.5109,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC009.CAB
Ag1Al1In2,aflow:7379c14d6214b4ed,,,0.0626203,22.188,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC005.CAB
Ag1Al1In2,aflow:8af3ca83fffb9fd5,,,0.112665,21.7193,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC013.CAB
Ag1Al1In2,aflow:8fdc630bb710af8d,,,0.0813473,22.1816,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC005.CAB
Ag1Al1In2,aflow:94497d29b6113452,,,0.117734,21.8347,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC015.CAB
Ag1Al1In2,aflow:948e54147ac42332,,,0.08697,22.1818,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC007.CAB
Ag1Al1In2,aflow:990bdb456b7fc348,,,0.0981443,21.4306,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC015.CAB
Ag1Al1In2,aflow:b25f1ab9d4cd9b3d,,,0.116607,21.6829,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC008.CAB
Ag1Al1In2,aflow:bc9d6fdd8d528b81,,,0.121335,22.1055,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC016.CAB
Ag1Al1In2,aflow:cb8bb8202f7a5b08,,,0.118671,21.8806,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC016.CAB
Ag1Al1In2,aflow:d0b3b7363cf13467,,,0.090615,21.5337,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC009.CAB
Ag1Al1In2,aflow:d19b6b5c91dc666e,,,0.103222,21.5054,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC010.CAB
Ag1Al1In2,aflow:eb9fbd910cb0ff31,,,0.0441723,21.7908,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC004.CAB
Ag1Al1In2,aflow:f2fbec8eb982d1bc,,,0.102656,21.8346,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC014.CAB
Ag1Al1In2,aflow:fa20da45baac8c5d,,,0.04132,21.7463,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC007.CAB
Ag1Al1In2,aflow:fea3167a2d0d8e45,,,0.11557,21.6549,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TBCC012.CAB
Ag1Al1In2,aflow:fe864dfcb1ba6dd9,,,0.101975,21.7377,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/TFCC011.CAB
Ag1Al1In4,aflow:c3f0e6fa679b19f1,,,0.337547,26.3042,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/T0010.CAB
Ag1Al1Ir1,aflow:0bbef8569528ba66,,,-0.069941,15.784,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC001.ABC
Ag1Al1Ir1,aflow:160a5d769c0ba8e4,,,-0.293452,15.5319,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC002.ABC
Ag1Al1Ir1,aflow:2e7c213d61a9ab78,,,0.471023,18.3713,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/T0003.CAB
Ag1Al1Ir1,aflow:6e706ca04683bdf7,,,0.0635757,18.5754,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/T0003.BCA
Ag1Al1Ir1,aflow:711803c7ae67f4af,,,-0.0785103,17.0753,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/T0003.ABC
Ag1Al1Ir1,aflow:9817a318af397a54,,,-0.164312,15.5218,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC002.ABC
Ag1Al1Ir1,aflow:9bc84d425dfca16e,,,-0.293599,15.5099,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC003.ABC
Ag1Al1Ir1,aflow:a6e96b6e9c1a6289,,,-0.293621,15.51,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC003.ABC
Ag1Al1Ir1,aflow:c54d163f2acd4797,,,-0.163808,15.657,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC001.ABC
Ag1Al1Ir1,aflow:ca856b663f811069,,,-0.078501,17.0894,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/T0003.proto
Ag1Al1Ir2,aflow:07fa448c32010527,,,-0.027016,15.0745,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC013.CAB
Ag1Al1Ir2,aflow:10670975b18962fb,,,-0.0991478,15.0747,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC014.CAB
Ag1Al1Ir2,aflow:3f3e38a9bccbd4d8,,,-0.0162112,15.1874,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC007.CAB
Ag1Al1Ir2,aflow:405700622d280f18,,,0.0053105,15.1258,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC008.CAB
Ag1Al1Ir2,aflow:466e1aa88a880449,,,-0.078085,15.2155,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC006.CAB
Ag1Al1Ir2,aflow:4aaf583d9b5d9617,,,-0.0373416,15.2245,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC004.CAB
Ag1Al1Ir2,aflow:560e6dba1211a867,,,-0.046654,15.0085,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC016.CAB
Ag1Al1Ir2,aflow:67583d3bf45df03a,,,-0.127976,15.2073,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC010.CAB
Ag1Al1Ir2,aflow:6b80e07efe5829db,,,0.0946392,15.4332,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC004.CAB
Ag1Al1Ir2,aflow:715f6518c97d9dac,,,-0.182706,15.1644,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC012.CAB
Ag1Al1Ir2,aflow:8565b77e823cd656,,,-0.0070403,15.2661,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC015.CAB
Ag1Al1Ir2,aflow:9407d88a2fa0375d,,,-0.186619,15.0525,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC011.CAB
Ag1Al1Ir2,aflow:9a736aaa8280998b,,,-0.118821,15.1955,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC006.CAB
Ag1Al1Ir2,aflow:a49fd70c67de33a8,,,-0.185602,15.114,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC011.CAB
Ag1Al1Ir2,aflow:b9d7411f232c8af0,,,-0.246504,15.1743,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC009.CAB
Ag1Al1Ir2,aflow:bb138e9ad66737b8,,,-0.0643085,14.9839,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC015.CAB
Ag1Al1Ir2,aflow:c84c5442caa56cef,,,-0.187069,15.1123,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC012.CAB
Ag1Al1Ir2,aflow:cb267e93aa1706ad,,,-0.0516566,15.2115,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC005.CAB
Ag1Al1Ir2,aflow:d0e4811b7e39cdf4,0,metal,0.0900288,15.4036,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/T0002.ABC2
Ag1Al1Ir2,aflow:d3e7106cf68d4037,,,0.00741072,15.3055,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC014.CAB
Ag1Al1Ir2,aflow:dd01c9dcbe64a48e,,,-0.145491,15.4081,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC009.CAB
Ag1Al1Ir2,aflow:e4b42f5e2d4f538f,0,metal,-0.0352683,15.0441,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/T0001.ABC2
Ag1Al1Ir2,aflow:e67d6f0cc0fac717,,,-0.0488488,14.9653,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TBCC016.CAB
Ag1Al1Ir2,aflow:ea0adec80f0e7f1d,,,-0.0523407,15.2281,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC005.CAB
Ag1Al1Ir2,aflow:f0e56a9700adb304,,,-0.078588,15.1821,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC007.CAB
Ag1Al1Ir2,aflow:f50c25cedd15774d,,,-0.0941152,15.3027,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/TFCC010.CAB
Ag1Al1Ir4,aflow:b4f53201a654ad36,,,0.292018,16.4713,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/T0010.CAB
Ag1Al1K1,aflow:04849aa0629b98d4,,,0.117078,27.4268,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC003.ABC
Ag1Al1K1,aflow:3f38ee8a90a42994,,,0.146517,31.4322,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC001.ABC
Ag1Al1K1,aflow:55fc49618abd3165,,,0.115852,26.938,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC001.ABC
Ag1Al1K1,aflow:63e0f2f7f0e8528b,,,0.420053,30.4899,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/T0003.CAB
Ag1Al1K1,aflow:69821d1fcc1246e9,,,0.09158,26.6799,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC002.ABC
Ag1Al1K1,aflow:809dfbc102fbd1c6,,,0.503955,30.739,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/T0003.ABC
Ag1Al1K1,aflow:f762b06d5b490f28,,,0.117106,27.4541,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC003.ABC
Ag1Al1K1,aflow:fa1e3f47ea40aa5f,,,0.805433,35.4086,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/T0003.BCA
Ag1Al1K1,aflow:fc717b0249db5623,,,0.149911,31.3691,187,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC002.ABC
Ag1Al1K2,aflow:03d02d1f0f62ee58,,,0.358853,35.3499,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC016.CAB
Ag1Al1K2,aflow:08c4d63f4c738a57,,,0.435576,33.1552,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC009.CAB
Ag1Al1K2,aflow:171c8b0a8f534d15,,,0.123918,38.1127,38,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC005.CAB
Ag1Al1K2,aflow:2e5445122e340da5,,,0.344177,33.655,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC016.CAB
Ag1Al1K2,aflow:2f765ce0b52592b1,,,0.130935,35.4072,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC007.CAB
Ag1Al1K2,aflow:30378075583cbc0c,,,0.13688,34.769,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC007.CAB
Ag1Al1K2,aflow:34eac24d27925e50,,,0.326779,35.3636,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC011.CAB
Ag1Al1K2,aflow:3ccaa351a49ef4fb,,,0.319714,33.8382,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC010.CAB
Ag1Al1K2,aflow:4254592419a14b2e,,,0.351442,32.2681,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC013.CAB
Ag1Al1K2,aflow:60181e9b46e781b5,,,0.39064,33.8386,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC014.CAB
Ag1Al1K2,aflow:719d1ef7c4550259,,,0.326356,33.6075,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC012.CAB
Ag1Al1K2,aflow:7f61ba76c09e1f33,,,0.338726,33.1801,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC015.CAB
Ag1Al1K2,aflow:825cccad54960fd3,,,0.329467,32.9527,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC009.CAB
Ag1Al1K2,aflow:87eccc7b6dab87ae,,,0.31778,30.6675,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/T0002.ABC2
Ag1Al1K2,aflow:8e0faf0255371ae7,,,0.0790617,41.1925,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC004.CAB
Ag1Al1K2,aflow:9bbeeeffd1642ec8,,,0.34539,33.0507,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC015.CAB
Ag1Al1K2,aflow:9c38086709e142bc,,,0.126832,35.2845,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC004.CAB
Ag1Al1K2,aflow:a0acb6b045ad846c,,,0.320601,33.4681,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC010.CAB
Ag1Al1K2,aflow:b58a980f865cc7d5,,,0.340387,32.2768,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC014.CAB
Ag1Al1K2,aflow:c5455c90e43cd6b4,,,0.402025,35.4526,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/T0001.ABC2
Ag1Al1K2,aflow:d194bf926c3175b9,,,0.317213,30.7046,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC008.CAB
Ag1Al1K2,aflow:e25818fe068303ec,,,0.43856,33.0069,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC011.CAB
Ag1Al1K2,aflow:f0e4666df7c98c19,,,0.363397,32.3065,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC012.CAB
Ag1Al1K2,aflow:f80d33ac76d9a4f5,,,0.0825948,39.3241,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TFCC006.CAB
Ag1Al1K2,aflow:fc9422a47cb41614,,,0.141873,34.2351,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/TBCC006.CAB
Ag1Al1K4,aflow:37a4c3043330a63c,,,0.543017,44.5587,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/T0010.CAB
Ag1Al1La1,aflow:1b464978a69ccfe8,,,-0.091385,24.0613,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC002.ABC
Ag1Al1La1,aflow:2610facb1ecba9d2,,,-0.231037,22.904,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC001.ABC
Ag1Al1La1,aflow:2b3f83cbc98f0d6b,,,-0.374084,24.7978,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC001.ABC
Ag1Al1La1,aflow:67425ef41d9e97bd,,,-0.383159,24.6721,187,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC002.ABC
Ag1Al1La1,aflow:8cedbe981639595d,,,-0.23251,23.1462,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC003.ABC
Ag1Al1La1,aflow:ad55ccf348d7ec61,,,-0.039216,27.2896,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/T0003.ABC
Ag1Al1La1,aflow:b132d52328252482,,,-0.232438,23.1491,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC003.ABC
Ag1Al1La1,aflow:bfd837167f33bf10,,,-0.175078,27.3348,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/T0003.CAB
Ag1Al1La1,aflow:ed6f3005edee32f2,,,0.288352,30.2071,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/T0003.BCA
Ag1Al1La2,aflow:02d54796bb23b222,,,-0.29027,27.9831,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC015.CAB
Ag1Al1La2,aflow:0a2c630399ccd5f3,,,-0.291569,27.7981,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC016.CAB
Ag1Al1La2,aflow:15ee3c73d6995ab6,,,-0.290004,27.9673,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC014.CAB
Ag1Al1La2,aflow:1869e5013681129c,,,-0.256548,27.3495,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC014.CAB
Ag1Al1La2,aflow:1b6ab270ec557570,,,-0.291036,26.9152,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC007.CAB
Ag1Al1La2,aflow:25d328b4822257ca,,,-0.328752,27.7209,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC009.CAB
Ag1Al1La2,aflow:2c1b3841647bb097,,,-0.0677475,28.2621,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC005.CAB
Ag1Al1La2,aflow:37edefbcc023d7ce,,,-0.291735,27.8485,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC015.CAB
Ag1Al1La2,aflow:3e3ccda6cc665364,,,-0.304941,26.7457,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC005.CAB
Ag1Al1La2,aflow:43fcbf6b4799ab2e,,,-0.329123,27.6677,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC012.CAB
Ag1Al1La2,aflow:595fd6d8a0529471,,,-0.123603,26.6552,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC004.CAB
Ag1Al1La2,aflow:60318b34b83fd8a2,,,-0.093241,29.6292,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC009.CAB
Ag1Al1La2,aflow:6b379a13ab334afd,,,-0.292615,28.0893,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TFCC016.CAB
Ag1Al1La2,aflow:708356fa12102885,,,-0.327338,27.5919,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC010.CAB
Ag1Al1La2,aflow:70be228f688c3c9e,,,-0.330017,27.5727,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC011.CAB
Ag1Al1La2,aflow:77ff94b86b53400a,,,-0.124357,26.601,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/TBCC006.CAB
